Modified Julian Date	Stock Value
52555	9.5
52554	9.08
52551	9.34
52550	9.39
52549	9.48
52548	9.7
52547	9.57
52544	10.58
52543	10.59
52542	9.91
52541	9
52540	9.08
52537	9.75
52536	9.5
52535	10
52534	10.01
52533	10.18
52530	10.46
52529	10.35
52528	10.72
52527	10.46
52526	10.15
52523	9.94
52522	9.19
52521	9.77
52520	9.71
52516	10.29
52515	10.25
52514	9.13
52513	10.7
52512	11.31
52509	12.02
52508	12.8
52507	12.9
52506	13.09
52505	13.47
52502	12.1
52501	12.22
52500	11.71
52499	11.19
52498	11.97
52495	11.96
52494	11.96
52493	11.43
52492	11.5
52491	10.89
52488	11.58
52487	12.16
52486	13.17
52485	13.39
52484	13.19
52481	12.7
52480	12.16
52479	13.58
52478	12.66
52477	13.32
52474	13.37
52473	13.58
52472	14.26
52471	13.76
52470	13.06
52467	12.94
52466	12.92
52465	12.19
52464	12.7
52463	12.89
52460	13.62
52458	12.78
52457	11.88
52456	13.63
52453	14.76
52452	14.18
52451	14.18
52450	13.72
52449	15.08
52446	15.49
52445	15.65
52444	16.02
52443	16.65
52442	16.78
52439	15.96
52438	15.97
52437	15.83
52436	15.86
52435	15.84
52432	15.86
52431	15.99
52430	16.01
52429	16
52428	15.68
52425	16.02
52424	16.42
52423	16.58
52422	16.55
52418	17.01
52417	17.09
52416	16.27
52415	16.73
52414	17.17
52411	18
52410	18.03
52409	17.78
52408	17.55
52407	15.98
52404	15.46
52403	16.37
52402	16.32
52401	14.74
52400	14.6
52397	14.77
52396	15
52395	15.64
52394	14.76
52393	14.21
52390	14.5
52389	14.35
52388	14.61
52387	14.17
52386	14.14
52383	14.76
52382	15.06
52381	15.89
52380	15.39
52379	15.41
52376	15.72
52375	15.45
52374	18.44
52373	18.46
52372	18.84
52369	18.17
52368	17.66
52367	17.82
52366	18.05
52365	18.68
52361	18.47
52360	17.85
52359	17.69
52358	17.83
52355	18.43
52354	18.59
52353	18.2
52352	19.09
52351	19.21
52348	18.72
52347	19.23
52346	19.22
52345	19.36
52344	20.5
52341	18.93
52340	17.94
52339	18.26
52338	18.19
52337	17.81
52334	16.61
52333	14.46
52332	14.55
52331	14.93
52330	15
52327	14.46
52326	14.44
52325	15.29
52324	14.44
52320	15.67
52319	16.57
52318	16.79
52317	16.33
52316	16.55
52313	16.65
52312	15.35
52311	15.89
52310	15.77
52309	15.75
52306	16.68
52305	17.24
52304	17.19
52303	18.18
52302	18.7
52299	18.68
52298	18.19
52297	18.44
52296	18.42
52292	19.2
52291	20.12
52290	17.87
52289	19.47
52288	19.01
52285	20.16
52284	20.49
52283	20.25
52282	19.53
52281	19.73
52278	18.9
52277	19.13
52276	18.63
52274	17.74
52271	18.3
52270	17.77
52269	17.51
52267	16.67
52264	16.92
52263	16.22
52262	17.71
52261	18.38
52260	17.86
52257	17.21
52256	17.58
52255	19.14
52254	18.42
52253	17.82
52250	17.67
52249	19.02
52248	17.06
52247	16.96
52246	15.83
52243	15.57
52242	16.7
52241	16.21
52240	17.4
52239	18.07
52236	15.73
52234	14.93
52233	14.89
52232	16.28
52229	15.47
52228	14.83
52227	15.21
52226	13.97
52225	13.7
52222	13.72
52221	13.12
52220	13.43
52219	12.99
52218	11.99
52215	10.96
52214	11.2
52213	10.88
52212	11.09
52211	11.3
52208	12.06
52207	12.25
52206	11.95
52205	11.58
52204	11.78
52201	11.37
52200	11.27
52199	11.36
52198	12.5
52197	12.07
52194	12.08
52193	12.5
52192	10.93
52191	10.16
52190	10.49
52187	10.35
52186	10.68
52185	9.91
52184	9.24
52183	9.09
52180	8.81
52179	9.11
52178	8.11
52177	9.28
52176	9.25
52173	8.68
52172	9.97
52171	10.07
52170	10.1
52169	10.88
52162	11.74
52159	10.75
52158	11.1
52157	10.64
52156	11.7
52152	11.86
52151	11.32
52150	12.14
52149	13
52148	13.42
52145	14.11
52144	13.26
52143	13.4
52142	13.01
52141	14.46
52138	14.05
52137	14.79
52136	14.26
52135	14.98
52134	15.64
52131	15.42
52130	16.28
52129	16.55
52128	17.3
52127	17.39
52124	17.87
52123	18.45
52122	18.29
52121	17.62
52120	17.8
52117	18.02
52116	17.48
52115	16.87
52114	16.97
52113	17.56
52110	17.94
52109	17.43
52108	17.03
52107	18.48
52106	18.01
52103	18.25
52102	18.62
52101	17.03
52100	17.83
52099	18.57
52096	17.88
52095	19.19
52093	19.81
52092	20.04
52089	19.99
52088	19.38
52087	18.73
52086	19.14
52085	19.77
52082	17.31
52081	17.8
52080	18.49
52079	15.56
52078	15.31
52075	16.01
52074	16.47
52073	17.15
52072	18.11
52071	17.86
52068	18.55
52067	19.42
52066	19.68
52065	20
52064	19.78
52061	19.46
52060	18.11
52059	17.67
52058	18.79
52054	20.92
52053	21.53
52052	20.44
52051	22.13
52050	21.5
52047	19.36
52046	19.85
52045	19.38
52044	18.06
52043	17.1
52040	17.79
52039	18.23
52038	18.86
52037	19.74
52036	19.98
52033	20.13
52032	20.83
52031	22.92
52030	22.31
52029	20.18
52026	19.5
52025	18.26
52024	18.68
52023	18.01
52022	17.96
52019	19.85
52018	19.96
52017	18.62
52016	17.31
52015	17.62
52011	16.96
52010	15.86
52009	16.02
52008	15.64
52005	14.81
52004	15.25
52003	12.44
52002	11.38
52001	14
51998	15.75
51997	15
51996	14.94
51995	15.56
51994	14.19
51991	14.44
51990	14.88
51989	13.69
51988	13.94
51987	14.94
51984	13.56
51983	15
51982	15.31
51981	16.06
51980	16.37
51977	17
51976	17.69
51975	20.94
51974	22.37
51973	22.19
51970	21.69
51969	24.44
51968	23.81
51967	23.44
51966	25.75
51963	25.44
51962	24
51961	26.12
51960	26.56
51956	28.19
51955	31.31
51954	28.5
51953	27.12
51952	28.5
51949	27.94
51948	30.19
51947	33.44
51946	36.38
51945	35.06
51942	33
51941	36.06
51940	37.31
51939	39.69
51938	39.88
51935	37.69
51934	39.19
51933	42.88
51932	38.95
51931	34.69
51928	33.81
51927	34.44
51926	30.25
51925	27.37
51921	26.56
51920	25.87
51919	30.5
51918	30.12
51917	27.19
51914	28.5
51913	29.56
51912	30.94
51911	28.19
51907	30.06
51906	31
51905	29.75
51904	31.19
51900	29.56
51899	25.62
51898	27.94
51897	28
51896	32
51893	33
51892	32
51891	34.88
51890	35.81
51889	33.88
51886	34.94
51885	34.94
51884	37.5
51883	43.88
51882	37.94
51879	38.94
51878	39.63
51877	39.06
51876	36.97
51875	40.13
51872	40.88
51870	38.19
51869	41.69
51868	48.88
51865	51.25
51864	52.94
51863	57.13
51862	59.44
51861	55.31
51858	56.44
51857	58.81
51856	65
51855	68.5
51854	65.62
51851	68.75
51850	67.44
51849	64.36
51848	58.63
51847	52.63
51844	55.25
51843	56
51842	55.56
51841	58.63
51840	59.63
51837	59
51836	59.56
51835	52.75
51834	48.94
51833	55.25
51830	60
51829	56.63
51828	65.37
51827	82.69
51826	85.75
51823	81.25
51822	84.69
51821	87.94
51820	84
51819	86.06
51816	91
51815	95.69
51814	90.37
51813	102.44
51812	105.5
51809	111.44
51808	108.12
51807	109.69
51806	108.06
51805	105.06
51802	105.87
51801	106.94
51800	106.37
51799	107
51798	106.31
51795	104.12
51794	106.94
51793	112.06
51792	117.12
51788	113.94
51787	121.5
51786	123.25
51785	121
51784	122.06
51781	134.25
51780	139.81
51779	133.81
51778	127.5
51777	130.44
51774	125.19
51773	131.13
51772	134
51771	132.31
51770	132.38
51767	128.63
51766	129.31
51765	132.69
51764	134.13
51763	136.5
51760	133.94
51759	131.19
51758	127.12
51757	127.44
51756	128.69
51753	126.75
51752	134.06
51751	135.94
51750	138
51749	132.56
51746	138.31
51745	139.81
51744	134
51743	129.94
51742	131.63
51739	128
51738	122.56
51737	124.94
51736	105.5
51735	110
51732	116.5
51731	122.37
51730	120.81
51728	127.87
51725	123.87
51724	119.31
51723	123.56
51722	125.94
51721	119.31
51718	125.31
51717	131.69
51716	142.81
51715	148
51714	139.06
51711	140.94
51710	139.69
51709	139.5
51708	139.5
51707	137.44
51704	143.19
51703	144
51702	144.5
51701	135.06
51700	137.31
51697	134.5
51696	120.06
51695	113.06
51694	117
51690	112.06
51689	115
51688	122.75
51687	118.31
51686	126.25
51683	120.31
51682	132
51681	137.81
51680	135.63
51679	130
51676	125.69
51675	125.31
51674	118.89
51673	117.44
51672	120.75
51669	125.69
51668	124.19
51667	122.06
51666	122.56
51665	130.88
51662	130.25
51661	124.31
51660	119.12
51659	124.5
51658	113.87
51654	123.12
51653	125.87
51652	126.69
51651	114.37
51648	116
51647	136.13
51646	136.19
51645	133.5
51644	141.94
51641	151.13
51640	154
51639	165.56
51638	167.38
51637	160.13
51634	171.38
51633	169.5
51632	177.06
51631	195
51630	200.75
51627	194
51626	191
51625	197.19
51624	191.75
51623	172.02
51620	171.13
51619	170.19
51618	158.5
51617	168.75
51616	175.81
51613	178.06
51612	183.25
51611	177
51610	171.38
51609	171.56
51606	158
51605	154.94
51604	158.5
51603	159.69
51602	161.94
51599	165.19
51598	168.06
51597	166.2
51596	153.81
51592	156.13
51591	163.19
51590	161.56
51589	170
51588	165.75
51585	342.69
51584	365
51583	362.31
51582	373.13
51581	354
51578	353.5
51577	360.25
51576	328
51575	317.38
51574	322.06
51571	313.5
51570	337.38
51569	328.56
51568	345.56
51567	324.31
51564	351.94
51563	351.94
51562	364
51561	341.19
51557	353
51556	346.88
51555	357.56
51554	397.38
51553	436.06
51550	407.25
51549	368.19
51548	410.5
51547	443
51546	475
51543	432.69
51542	416.06
51541	403.69
51540	390.25
51539	415
51535	402.63
51534	419.31
51533	405.56
51532	369.5
51529	350
51528	341
51527	327.5
51526	333.13
51525	351.06
51522	353.5
51521	340
51520	319.63
51519	348
51518	280.81
51515	253
51514	245.81
51513	228.88
51512	212.75
51511	226.13
51508	226.88
51506	231
51505	221.19
51504	226.81
51501	218.75
51500	213.88
51499	206.19
51498	212.56
51497	205
51494	196.94
51493	193.13
51492	197.69
51491	194.56
51490	197.19
51487	183.44
51486	182.13
51485	180.63
51484	178
51483	180.69
51480	179.06
51479	175
51478	174.19
51477	179.19
51476	178.75
51473	178.13
51472	181.94
51471	180.14
51470	174.88
51469	170.38
51466	169.56
51465	173.38
51464	167.56
51463	173.88
51462	181.38
51459	192.13
51458	190.25
51457	175.75
51456	173.31
51455	171.19
51452	175.44
51451	179.5
51450	179.31
51449	184.69
51448	181.38
51445	183.31
51444	173.75
51443	179.5
51442	169.56
51441	168.38
51438	163.13
51437	163.44
51436	162.38
51435	165.19
51434	160.75
51431	170.5
51430	162.69
51429	153.44
51428	155
51424	155
51423	141.56
51422	143.31
51421	147.5
51420	143.81
51417	149
51416	152.69
51415	158.56
51414	152.94
51413	152.13
51410	145
51409	139.19
51408	145.06
51407	138.88
51406	134.5
51403	132.81
51402	128.38
51401	128.06
51400	127.5
51399	121.19
51396	126.94
51395	128.38
51394	121
51393	125.37
51392	132.31
51389	136.44
51388	137
51387	143
51386	131.31
51385	134.31
51382	145.75
51381	145.13
51380	151.88
51379	142.13
51378	149.5
51375	150.25
51374	154.44
51373	159.44
51372	156.94
51371	150.25
51368	160
51367	164.44
51366	167.06
51365	175.13
51361	178.13
51360	177.25
51359	172.25
51358	160
51357	156.5
51354	146.88
51353	151
51352	155.5
51351	152.5
51350	158.88
51347	144.44
51346	142.25
51345	141.63
51344	125.25
51343	119.25
51340	135.25
51339	144.75
51338	146.38
51337	143.31
51336	151.88
51333	147.44
51332	135.38
51331	142.5
51330	138.19
51326	148
51325	133.38
51324	140.88
51323	126.94
51322	137.88
51319	151.31
51318	151.5
51317	158.25
51316	156.81
51315	161.81
51312	157.38
51311	160.38
51310	169.94
51309	174
51308	155.69
51305	147.44
51304	151.88
51303	161.31
51302	159.25
51301	162.56
51298	174.69
51297	175
51296	173.5
51295	184.5
51294	192.25
51291	187.69
51290	184
51289	174.88
51288	171
51287	163.69
51284	189.19
51283	194.63
51282	191
51281	203
51280	202.94
51277	207
51276	206.69
51275	208.44
51274	214.88
51273	219.13
51269	179.75
51268	168.38
51267	172.31
51266	176
51263	171.38
51262	179
51261	160.5
51260	155.5
51259	165
51256	170
51255	175.31
51254	172.13
51253	174.88
51252	179.44
51249	176
51248	179
51247	173.63
51246	167.31
51245	170.44
51242	159.81
51241	151.5
51240	153.44
51239	153.19
51238	160.13
51235	153.5
51234	155.38
51233	150.19
51232	152.88
51231	145.75
51228	135.31
51227	128.88
51226	129.63
51225	133.38
51221	151
51220	158.5
51219	142.38
51218	140.75
51217	158.63
51214	345.5
51213	337
51212	358.06
51211	322.94
51210	335.56
51207	354.25
51206	367.75
51205	335.88
51204	351.25
51203	312
51200	286
51199	265
51198	287.19
51197	323
51193	317
51192	343.94
51191	368
51190	402
51189	415.38
51186	343.63
51185	320
51184	291
51183	257.88
51182	248
51178	236.94
51177	244.63
51176	270
51175	275.5
51171	247.13
51170	250
51169	245
51168	247.5
51165	212.31
51164	205.5
51163	205.13
51162	198
51161	191.25
51158	195.69
51157	192.75
51156	197.88
51155	198.5
51154	190.56
51151	189.75
51150	183.75
51149	197.06
51148	206.25
51147	192
51144	216.94
51142	209.88
51141	210.25
51140	221.44
51137	191
51136	185.88
51135	190.13
51134	176.75
51133	173.25
51130	168
51129	173.25
51128	165
51127	176.56
51126	164.75
51123	153.56
51122	151.69
51121	151.38
51120	142.13
51119	145.44
51116	130.84
51115	131.19
51114	126.75
51113	123.75
51112	127.94
51109	122.12
51108	122.12
51107	119.75
51106	115.5
51105	117.5
51102	115.62
51101	119.37
51100	111.87
51099	109.94
51098	114.44
51095	105.62
51094	104.81
51093	114.37
51092	124.81
51091	125.81
51088	127
51087	112.94
51086	129.5
51085	131.5
51084	127.94
51081	121
51080	115.25
51079	117.87
51078	102.94
51077	96.31
51074	90.44
51073	90.06
51072	93.37
51071	84.37
51070	83.87
51067	79.87
51066	79.87
51065	80
51064	84.62
51060	75.37
51059	75.19
51058	77.75
51057	72.25
51056	69
51053	83.06
51052	91.06
51051	96.87
51050	97.5
51049	97.69
51046	95.37
51045	97.5
51044	95.25
51043	97.25
51042	92
51039	91.75
51038	92.75
51037	95.37
51036	91.37
51035	94
51032	91.62
51031	87.37
51030	83.87
51029	85.12
51028	86.44
51025	181.94
51024	182.69
51023	173.56
51022	183.25
51021	189.19
51018	182.13
51017	189.38
51016	193.75
51015	189
51014	196.31
51011	185.75
51010	186.69
51009	181.75
51008	186.5
51007	188.38
51004	182.5
51003	184
51002	186.19
51001	191
51000	199.25
50996	172.88
50995	169.88
50994	157.5
50993	154.44
50990	148.69
50989	152.25
50988	148.75
50987	148.06
50986	139.56
50983	129.25
50982	127.75
50981	130.63
50980	121.94
50979	115.25
50976	113.81
50975	115.25
50974	114.44
50973	117.87
50972	109.37
50969	105
50968	102.62
50967	102
50966	104.81
50965	104.37
50962	109.5
50961	110
50960	115.12
50959	108.25
50955	114.37
50954	117
50953	116.87
50952	118.16
50951	116.56
50948	118.06
50947	120.25
50946	124
50945	115.69
50944	114.19
50941	117.75
50940	115.19
50939	115.06
50938	116.75
50937	120.87
50934	118.62
50933	118.94
50932	118.25
50931	118.5
50930	112.12
50927	114.75
50926	112.19
50925	118.37
50924	123.28
50923	125.75
50920	121.5
50919	128.39
50918	118.19
50917	114.87
50916	113
50912	114.5
50911	97.25
50910	93.25
50909	99.06
50906	102.44
50905	103.87
50904	97.81
50903	92.44
50902	93.06
50899	90.62
50898	88.94
50897	88.25
50896	86.81
50895	83
50892	83.16
50891	83.87
50890	86.28
50889	83.84
50888	85
50885	83.37
50884	82
50883	84.25
50882	87.5
50881	87.81
50878	80.56
50877	75.31
50876	71.62
50875	72.94
50874	73.19
50871	73.19
50870	68.12
50869	61.72
50868	61.53
50867	63.28
50864	64.12
50863	64.03
50862	63.5
50861	64.25
50857	64.75
50856	65.12
50855	65.09
50854	64.62
50853	63.89
50850	64.25
50849	62.25
50848	63.69
50847	64.84
50846	66
50843	63.38
50842	61.88
50841	58.06
50840	60.06
50839	59.88
50836	61.75
50835	62.31
50834	63.88
50833	64.5
50829	65.25
50828	65.34
50827	67
50826	65.78
50825	62.5
50822	61.88
50821	64.25
50820	63.81
50819	64
50818	62.94
50815	66.25
50813	69.25
50812	71
50811	68.94
50808	66.12
50806	64.5
50805	65.12
50804	64.44
50801	61.88
50800	58.13
50799	59.56
50798	60.31
50797	58
50794	59.5
50793	58.63
50792	58.88
50791	59.31
50790	59.63
50787	56.25
50786	53.81
50785	53.88
50784	53
50783	54
50780	51.13
50778	50.88
50777	50.81
50776	48.5
50773	52.88
50772	53.63
50771	50.63
50770	51.75
50769	52
50766	47.88
50765	45.69
50764	43.5
50763	46
50762	48.63
50759	49.5
50758	52.75
50757	53.63
50756	51
50755	46.09
50752	43.84
50751	41.69
50750	41.25
50749	43.13
50748	38
50745	47.56
50744	50.56
50743	52.94
50742	51.13
50741	48.88
50738	48.5
50737	48.63
50736	51.5
50735	51
50734	51.13
50731	52.81
50730	55.5
50729	56.75
50728	55.75
50727	58.25
50724	55.25
50723	55
50722	51.13
50721	50.13
50720	50.69
50717	50.25
50716	50.06
50715	51.5
50714	50.69
50713	53.63
50710	51.38
50709	49.75
50708	48.88
50707	51.13
50706	48.19
50703	53.94
50702	55.38
50701	53.31
50700	50.38
50699	47.19
50696	45.38
50695	41.75
50694	40.63
50693	39.88
50689	59.5
50688	56.13
50687	55.81
50686	55.88
50685	56.75
50682	55.69
50681	55.75
50680	57.38
50679	55.25
50678	52.38
50675	48.5
50674	49.56
50673	50.38
50672	50.94
50671	53.25
50668	54
50667	53.81
50666	55
50665	54.38
50664	53.38
50661	55.25
50660	56.5
50659	54.63
50658	48.25
50657	47.56
50654	47.88
50653	47.5
50652	49.13
50651	50.44
50650	49.63
50647	46.88
50646	46.88
50645	49.13
50644	50.5
50643	48.5
50640	44
50639	43
50638	44
50637	39.75
50636	37.75
50632	33.5
50631	33.75
50630	34.06
50629	35.25
50626	34.5
50625	36.25
50624	37.25
50623	37.19
50622	37
50619	39.25
50618	34.75
50617	34.13
50616	35
50615	34.69
50612	32.25
50611	32
50610	31
50609	32.38
50608	32.56
50605	32
50604	32.44
50603	31.5
50602	32.5
50601	33.13
50598	32.25
50597	31.87
50596	32
50595	31.69
50591	31.44
50590	31.31
50589	33.13
50588	32.44
50587	32.25
50584	31.87
50583	31.12
50582	30.25
50581	30.37
50580	32.75
50577	33.75
50576	34.13
50575	33.5
50574	32.94
50573	36
50570	35
50569	34
50568	34.13
50567	31.75
50566	31.37
50563	30.25
50562	30.5
50561	31.25
50560	27.44
50559	28.25
50556	31
50555	32.44
50554	31.31
50553	31.31
50552	32.88
50549	34.31
50548	32.69
50547	34.44
50546	33.25
50545	33.63
50542	31.62
50541	29.25
50540	29.94
50539	29.5
50538	28.12
50534	28.56
50533	29.62
50532	28.06
50531	28.75
50528	28.75
50527	29
50526	24.75
50525	22.62
50524	23.12
50521	25.25
50520	22.81
50519	25.62
50518	26
50517	26.62
50514	27.25
50513	26.25
50512	27
50511	28.69
50510	30
50507	30.25
50506	30.5
50505	31.25
50504	32.38
50503	30.37
50500	31.12
50499	31.87
50498	33
50497	34.13
50493	34.38
50492	35.88
50491	35.63
50490	31.37
50489	29.12
50486	30.12
50485	32.25
50484	33.88
50483	34.63
50482	34.88
50479	33.88
50478	34.13
50477	33.63
50476	32.63
50475	36.44
50472	33.13
50471	35.25
50470	31.87
50469	31.87
50468	29.5
50465	26.62
50464	26.12
50463	25.37
50462	20.87
50461	21.75
50458	19.25
50457	19.37
50456	18.87
50455	20.12
50454	19.87
50451	18.37
50450	17.5
50448	17
50447	18
50444	18.25
50443	17.87
50441	18.12
50440	17.94
50437	17
50436	18
50435	18.37
50434	18.12
50433	18.75
50430	19.87
50429	20
50428	19.37
50427	20.25
50426	21.25
50423	20.5
50422	21.31
50421	19.75
50420	20
50419	19
50416	19.12
50414	18.56
50413	18.87
50412	19.12
50409	17.62
50408	17.37
50407	17.75
50406	17.87
50405	18.12
50402	18.5
50401	18.19
50400	19
50399	19.75
50398	20.12
50395	19.5
50394	18.12
50393	18
50392	18.25
50391	19
50388	19.5
50387	19.75
50386	20.12
50385	20.5
50384	20.62
50381	20.5
50380	20.87
50379	21.12
50378	21.25
50377	21.87
50374	22
50373	22
50372	21.12
50371	21.5
50370	21.62
50367	20.62
50366	20.5
50365	22.5
50364	20.87
50363	22.25
50360	22
50359	22.62
50358	21.75
50357	19.62
50356	21.25
50353	21.75
50352	21.87
50351	21.87
50350	22.75
50349	23.81
50346	24
50345	21.5
50344	20.75
50343	21.62
50342	20.62
50339	20.62
50338	19.5
50337	18.87
50336	18.5
50335	18.75
50332	18.37
50331	18.37
50330	18.87
50329	19
50325	19.62
50324	19.75
50323	21.12
50322	20.12
50321	19.75
50318	19.75
50317	19.87
50316	18.62
50315	19.12
50314	19.62
50311	19.37
50310	19.87
50309	20.37
50308	19.87
50307	17.25
50304	17.75
50303	18.5
50302	18
50301	18.12
50300	18.87
50297	18.87
50296	19
50295	18
50294	17
50293	16.12
50290	16.62
50289	16.25
50288	15.75
50287	16.25
50286	18
50283	18.87
50282	19.25
50281	19.25
50280	18
50279	17.87
50276	17.5
50275	17.25
50274	16.37
50273	18.5
50272	20
50269	20
50267	21
50266	21.25
50265	21.75
50262	21
50261	18.25
50260	21
50259	21.75
50258	21.75
50255	22.25
50254	21.75
50253	20.75
50252	20.5
50251	23
50248	24.75
50247	25.5
50246	26
50245	25.5
50244	26.5
50241	26.87
50240	27.75
50239	27.12
50238	27.12
50237	27.25
50234	28
50233	28.25
50232	27.5
50231	29
50227	29.5
50226	29.5
50225	27.5
50224	28
50223	29
50220	30
50219	30.25
50218	30.25
50217	29.5
50216	30.25
50213	31.25
50212	30.75
50211	30.25
50210	30.37
50209	30.12
50206	32
50205	32.88
50204	31.62
50203	29.75
50202	31
50199	31.75
50198	31.25
50197	29
50196	28
50195	28.25
50192	28.87
50191	29.25
50190	27
50189	28.75
50188	32.25
50185	33
